source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[material type]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[file uri]	factor value[organism part]
Sample 144	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	54	not available	run 54	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	54	S54_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 145	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	55	not available	run 55	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	55	S55_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 146	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	56	not available	run 56	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	56	S56_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 147	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	57	not available	run 57	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	57	S57_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 148	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	58	not available	run 58	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	58	S58_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 149	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	59	not available	run 59	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	59	S59_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 150	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	60	not available	run 60	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	60	S60_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 151	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	61	not available	run 61	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	61	S61_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 152	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	62	not available	run 62	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	62	S62_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 153	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	63	not available	run 63	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	63	S63_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 154	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	64	not available	run 64	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	64	S64_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 155	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	65	not available	run 65	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	65	S65_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 156	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	66	not available	run 66	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	66	S66_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 157	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	67	not available	run 67	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	67	S67_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 158	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	68	not available	run 68	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	68	S68_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 159	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	69	not available	run 69	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	69	S69_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 160	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	70	not available	run 70	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	70	S70_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 161	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	71	not available	run 71	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	71	S71_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 162	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	72	not available	run 72	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	72	S72_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 163	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	73	not available	run 73	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	73	S73_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 164	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	74	not available	run 74	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	74	S74_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 165	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	75	not available	run 75	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	75	S75_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 166	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	76	not available	run 76	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	76	S76_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 167	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	77	not available	run 77	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	77	S77_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 168	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	78	not available	run 78	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	78	S78_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 169	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	79	not available	run 79	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	79	S79_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 170	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	80	not available	run 80	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	80	S80_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 171	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	81	not available	run 81	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	81	S81_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 172	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	82	not available	run 82	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	82	S82_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 173	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	83	not available	run 83	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	83	S83_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 174	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	84	not available	run 84	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	84	S84_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 175	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	85	not available	run 85	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	85	S85_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 176	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	86	not available	run 86	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	86	S86_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 177	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	87	not available	run 87	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	87	S87_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 178	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	88	not available	run 88	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	88	S88_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 179	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	89	not available	run 89	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	89	S89_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 180	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	90	not available	run 90	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	90	S90_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 181	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	91	not available	run 91	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	91	S91_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 182	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	92	not available	run 92	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	92	S92_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 183	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	93	not available	run 93	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	93	S93_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
Sample 184	Homo sapiens	cervix tissue	HeLa	cervical cancer	cervical carcinoma cell line	adult	31	female	single cell	94	not available	run 94	SCP using cellenONE and mass spectrometry analysis	Data-independent acquisition	Bruker Daltonics timsTOF series	NT=label free sample;AC=MS:1002038	NT=Trypsin; NT=Lys-C/P	NT=Carbamidomethyl; AC=UNIMOD:4; MT=Fixed; PP=Protein C-term; TA=C	None	None	10 ppm	10 ppm	1	94	S94_EVO96	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	None	cervix
