source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[culture medium]	characteristics[antibody enrichment]	characteristics[dose]	characteristics[exposure duration]	characteristics[pretreatment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms1 scan range]	comment[elution conditions]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[antibody enrichment]	factor value[cell line]	factor value[exposure duration]	factor value[pretreatment]	factor value[treatment]
293T_N8_MLN_3	Homo sapiens	kidney	not available	3	normal	cell line	Pevonedistat	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220623_EXPL0_LuHe_SA_H341_MLN_3	proteomic profiling by mass spectrometry	1	20220623_EXPL0_LuHe_SA_H341_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_N8	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	2 hour	not available	Pevonedistat
293T_N8_MLN_4	Homo sapiens	kidney	not available	4	normal	cell line	Pevonedistat	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220623_EXPL0_LuHe_SA_H341_MLN_4	proteomic profiling by mass spectrometry	1	20220623_EXPL0_LuHe_SA_H341_MLN_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_N8	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	2 hour	not available	Pevonedistat
293T_TPD_DMSO_1	Homo sapiens	kidney	not available	1	normal	cell line	Dimethyl Sulfoxide	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_1	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Dimethyl Sulfoxide
293T_TPD_DMSO_2	Homo sapiens	kidney	not available	2	normal	cell line	Dimethyl Sulfoxide	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_2	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Dimethyl Sulfoxide
293T_TPD_DMSO_3	Homo sapiens	kidney	not available	3	normal	cell line	Dimethyl Sulfoxide	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_3	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Dimethyl Sulfoxide
293T_TPD_DMSO_4	Homo sapiens	kidney	not available	4	normal	cell line	Dimethyl Sulfoxide	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_4	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_DMSO_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Dimethyl Sulfoxide
293T_TPD_IND_1	Homo sapiens	kidney	not available	1	normal	cell line	Indisulam	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	2 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_1	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Indisulam
293T_TPD_IND_2	Homo sapiens	kidney	not available	2	normal	cell line	Indisulam	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	2 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_2	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Indisulam
293T_TPD_IND_3	Homo sapiens	kidney	not available	3	normal	cell line	Indisulam	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	2 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_3	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Indisulam
293T_TPD_IND_4	Homo sapiens	kidney	not available	4	normal	cell line	Indisulam	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	2 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_4	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_IND_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	Indisulam
293T_TPD_MZ1_1	Homo sapiens	kidney	not available	1	normal	cell line	MZ1	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_1	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	MZ1
293T_TPD_MZ1_2	Homo sapiens	kidney	not available	2	normal	cell line	MZ1	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_2	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	MZ1
293T_TPD_MZ1_3	Homo sapiens	kidney	not available	3	normal	cell line	MZ1	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_3	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	MZ1
293T_TPD_MZ1_4	Homo sapiens	kidney	not available	4	normal	cell line	MZ1	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_4	proteomic profiling by mass spectrometry	1	20220704_EXPL1_LuHe_SA_H341_293T_TPD_Fab6_MZ1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	293T_TPD	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HEK293T	1 hour	MG132 10 uM + CB-5083 10 uM, 5 min	MZ1
TotalProteome_293T_1	Homo sapiens	kidney	not available	1	normal	cell line	not available	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	not applicable	not applicable	not available	not available	20220729_EXPL2_LuHe_SA_H341_293T_1	proteomic profiling by mass spectrometry	1	20220729_EXPL2_LuHe_SA_H341_293T_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	TotalProteome	300m/z-1650m/z	120 min gradient	300	1650	not applicable	not applicable	HEK293T	not available	not available	not available
TotalProteome_293T_2	Homo sapiens	kidney	not available	2	normal	cell line	not available	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	not applicable	not applicable	not available	not available	20220729_EXPL2_LuHe_SA_H341_293T_2	proteomic profiling by mass spectrometry	1	20220729_EXPL2_LuHe_SA_H341_293T_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	TotalProteome	300m/z-1650m/z	120 min gradient	300	1650	not applicable	not applicable	HEK293T	not available	not available	not available
TotalProteome_293T_3	Homo sapiens	kidney	not available	3	normal	cell line	not available	not available	female	HEK293T	CVCL_0063	HEK293T	kidney	Dulbecco's Modified Eagle Medium	not applicable	not applicable	not available	not available	20220729_EXPL2_LuHe_SA_H341_293T_3	proteomic profiling by mass spectrometry	1	20220729_EXPL2_LuHe_SA_H341_293T_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	TotalProteome	300m/z-1650m/z	120 min gradient	300	1650	not applicable	not applicable	HEK293T	not available	not available	not available
TotalProteome_CAL33_1	Homo sapiens	tongue	not available	1	tongue squamous cell carcinoma	cell line	not available	69Y	male	CAL-33	CVCL_1108	CAL-33	tongue	Dulbecco's Modified Eagle Medium	not applicable	not applicable	not available	not available	20220729_EXPL2_LuHe_SA_H341_CAL33_1	proteomic profiling by mass spectrometry	1	20220729_EXPL2_LuHe_SA_H341_CAL33_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	TotalProteome	300m/z-1650m/z	120 min gradient	300	1650	not applicable	not applicable	CAL-33	not available	not available	not available
