source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[dissociation method]
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_070414_G1L4_18	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_070414_G1L4_18	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_070414_G1L4_18.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_020414_G2L10_22	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_020414_G2L10_22	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_020414_G2L10_22.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_020414_G2L10_22	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_020414_G2L10_22	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_020414_G2L10_22.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_210514_080614_AML27_5	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_210514_080614_AML27_5	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_5.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_210514_080614_AML27_5	Homo sapiens	not applicable	not applicable	1	T_Oellerich_210514_080614_AML27_5	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_5.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_030715_AML_56_G3L12_9	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_030715_AML_56_G3L12_9	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_030715_AML_56_G3L12_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_030715_AML_56_G3L12_9	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_030715_AML_56_G3L12_9	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_030715_AML_56_G3L12_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_210314_G2L8_7	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_210314_G2L8_7	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_210314_G2L8_7.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_210314_G2L8_7	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_210314_G2L8_7	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_210314_G2L8_7.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_020414_G1L1_20	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_020414_G1L1_20	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_020414_G1L1_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_020414_G1L1_20	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_020414_G1L1_20	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_020414_G1L1_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_130315_AML_L9_7	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_130315_AML_L9_7	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_130315_AML_L9_7.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_Braun_180215_130315_AML_L9_7	Homo sapiens	not applicable	not applicable	1	TO_Braun_180215_130315_AML_L9_7	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_130315_AML_L9_7.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_190315_AML_L12_8	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_190315_AML_L12_8	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_190315_AML_L12_8.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_Braun_180215_190315_AML_L12_8	Homo sapiens	not applicable	not applicable	1	TO_Braun_180215_190315_AML_L12_8	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_190315_AML_L12_8.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_020714_G2_AML17_12	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_020714_G2_AML17_12	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_020714_G2_AML17_12.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_020714_G2_AML17_12	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_020714_G2_AML17_12	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_020714_G2_AML17_12.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_040414_G1L3_18	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_040414_G1L3_18	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_040414_G1L3_18.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_040414_G1L3_18	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_040414_G1L3_18	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_040414_G1L3_18.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_030315_L4-19	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_030315_L4-19	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_030315_L4-19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_Braun_180215_030315_L4-19	Homo sapiens	not applicable	not applicable	1	TO_Braun_180215_030315_L4-19	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_030315_L4-19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_030815_AML_72_G7L29_19	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_030815_AML_72_G7L29_19	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_030815_AML_72_G7L29_19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_030815_AML_72_G7L29_19	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_030815_AML_72_G7L29_19	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_030815_AML_72_G7L29_19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_190315_AML_L10_12	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_190315_AML_L10_12	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_190315_AML_L10_12.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_Braun_180215_190315_AML_L10_12	Homo sapiens	not applicable	not applicable	1	TO_Braun_180215_190315_AML_L10_12	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_190315_AML_L10_12.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_080715_AML_59_G4L15_11	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_080715_AML_59_G4L15_11	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_080715_AML_59_G4L15_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_080715_AML_59_G4L15_11	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_080715_AML_59_G4L15_11	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_080715_AML_59_G4L15_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_220615_AML_53_G2L9_19	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_220615_AML_53_G2L9_19	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_220615_AML_53_G2L9_19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_220615_AML_53_G2L9_19	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_220615_AML_53_G2L9_19	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_220615_AML_53_G2L9_19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_100715_AML_61_G4L17_23	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_100715_AML_61_G4L17_23	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_100715_AML_61_G4L17_23.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_100715_AML_61_G4L17_23	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_100715_AML_61_G4L17_23	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_100715_AML_61_G4L17_23.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_300315_AML_L13_15	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_300315_AML_L13_15	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_300315_AML_L13_15.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_Braun_180215_300315_AML_L13_15	Homo sapiens	not applicable	not applicable	1	TO_Braun_180215_300315_AML_L13_15	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_300315_AML_L13_15.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_170314_G1L4_14	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_170314_G1L4_14	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_170314_G1L4_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_170314_G1L4_14	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_170314_G1L4_14	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_170314_G1L4_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
