source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[material type]	characteristics[treatment]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms1 scan range]	comment[fractionation method]	comment[sample preparation batch]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]	factor value[organism part]	factor value[sampling time]	factor value[genotype]
20150623_wtStr_U50_1	Mus musculus	striatum	not applicable	normal	not available	not available	not available	wild type	tissue	U-50,488H	not available	enrichment of phosphorylated protein	1	run 70	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-02T02:04:24	1	1	20150623_QEp6_JeLi_SA_L976_wtStr_U50_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	striatum	not available	wild type
20150623_wtStr_U50_2	Mus musculus	striatum	not applicable	normal	not available	not available	not available	wild type	tissue	U-50,488H	not available	enrichment of phosphorylated protein	2	run 71	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-02T04:52:44	1	1	20150623_QEp6_JeLi_SA_L976_wtStr_U50_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	striatum	not available	wild type
20150623_wtStr_U50_3	Mus musculus	striatum	not applicable	normal	not available	not available	not available	wild type	tissue	U-50,488H	not available	enrichment of phosphorylated protein	3	run 72	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-02T07:40:26	1	1	20150623_QEp6_JeLi_SA_L976_wtStr_U50_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	striatum	not available	wild type
20150623_wtctx_6GNTI_1	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	6'-GNTI	not available	enrichment of phosphorylated protein	1	run 73	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-05T02:43:34	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_6GNTI_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6'-GNTI	cerebral cortex	not available	wild type
20150623_wtctx_6GNTI_2	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	6'-GNTI	not available	enrichment of phosphorylated protein	2	run 74	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-05T05:32:04	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_6GNTI_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6'-GNTI	cerebral cortex	not available	wild type
20150623_wtctx_6GNTI_3	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	6'-GNTI	not available	enrichment of phosphorylated protein	3	run 75	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-05T08:29:41	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_6GNTI_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6'-GNTI	cerebral cortex	not available	wild type
20150623_wtctx_Sal_1	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	saline	not available	enrichment of phosphorylated protein	1	run 76	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-05T21:32:01	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_Sal_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	saline	cerebral cortex	not available	wild type
20150623_wtctx_Sal_2	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	saline	not available	enrichment of phosphorylated protein	2	run 77	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-04T20:14:56	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_Sal_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	saline	cerebral cortex	not available	wild type
20150623_wtctx_Sal_3	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	saline	not available	enrichment of phosphorylated protein	3	run 78	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-04T23:05:42	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_Sal_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	saline	cerebral cortex	not available	wild type
20150623_wtctx_U50_1	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	U-50,488H	not available	enrichment of phosphorylated protein	1	run 79	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-05T12:08:37	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_U50_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	cerebral cortex	not available	wild type
20150623_wtctx_U50_2	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	U-50,488H	not available	enrichment of phosphorylated protein	2	run 80	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-05T15:00:10	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_U50_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	cerebral cortex	not available	wild type
20150623_wtctx_U50_3	Mus musculus	cerebral cortex	not applicable	normal	not available	not available	not available	wild type	tissue	U-50,488H	not available	enrichment of phosphorylated protein	3	run 81	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150623	2015-07-05T17:53:49	1	1	20150623_QEp6_JeLi_SA_L976_wtctx_U50_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	cerebral cortex	not available	wild type
20150919_30min_KO_cereb_6G_1	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	6'-GNTI	30 minute	enrichment of phosphorylated protein	1	run 82	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-24T22:55:27	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_6G_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6'-GNTI	cerebellum	30 minute	KOR knockout
20150919_30min_KO_cereb_6G_2	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	6'-GNTI	30 minute	enrichment of phosphorylated protein	2	run 83	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-25T01:47:39	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_6G_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6'-GNTI	cerebellum	30 minute	KOR knockout
20150919_30min_KO_cereb_6G_3	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	6'-GNTI	30 minute	enrichment of phosphorylated protein	3	run 84	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-25T04:40:24	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_6G_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6'-GNTI	cerebellum	30 minute	KOR knockout
20150919_30min_KO_cereb_U50_1	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	U-50,488H	30 minute	enrichment of phosphorylated protein	1	run 85	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-25T17:51:47	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_U50_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	cerebellum	30 minute	KOR knockout
20150919_30min_KO_cereb_U50_2	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	U-50,488H	30 minute	enrichment of phosphorylated protein	2	run 86	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-25T20:44:45	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_U50_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	cerebellum	30 minute	KOR knockout
20150919_30min_KO_cereb_U50_3	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	U-50,488H	30 minute	enrichment of phosphorylated protein	3	run 87	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-25T23:38:12	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_U50_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	cerebellum	30 minute	KOR knockout
20150919_30min_KO_cereb_sal_1	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	saline	30 minute	enrichment of phosphorylated protein	1	run 88	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-25T08:22:53	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_sal_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	saline	cerebellum	30 minute	KOR knockout
20150919_30min_KO_cereb_sal_2	Mus musculus	cerebellum	not applicable	normal	not available	not available	not available	KOR knockout	tissue	saline	30 minute	enrichment of phosphorylated protein	2	run 89	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20150919	2015-09-25T11:15:57	1	1	20150919_QEp6_JeLi_SA_L976_30min_KO_cereb_sal_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	saline	cerebellum	30 minute	KOR knockout
